review,sentiment
"""had to call again and again""",Negative
"""only good thing is the punctuality""",Negative
"""a surprise birthday celebration """,Positive
"""the little things that matter""",Positive
"""flight itself was good""",Positive
"""the flight was enjoyable""",Positive
"""follow up service non existent""",Negative
"""it is so dysfunctional""",Negative
"""really unpleasant experience""",Negative
"""aircraft's are clean and modern""",Positive
"""the good and bad of budget travel""",Positive
"""recommend for its low price""",Positive
"""such helpful and friendly staff""",Positive
"""consider Tigerair for future trips""",Positive
"""definitely better than expected""",Negative
"""Seat quite comfortable""",Positive
"""good service and understanding""",Positive
"""not enough leg spacing""",Negative
"""always been a good experience""",Positive
"""friendly, helpful and polite""",Positive
"""staff welcomed us warmly""",Positive
"""ground staff polite and kind""",Positive
"""staff were super friendly""",Positive
"""lack of transparency""",Negative
"""relatively terrible experience""",Negative
"""flight attendants were quite haughty""",Negative
"""very efficient and polite""",Positive
"""flight basic and uneventful""",Positive
"""no wheelchair to be seen""",Negative
"""TigerAir lost my luggage""",Negative
"""crew have smiles on their faces""",Positive
"""surprisingly good service """,Positive
"""worked great for me""",Positive
"""Tigerair lost my luggage""",Negative
"""smooth and hassle free""",Positive
"""an okay experience""",Positive
"""get what you paid for""",Positive
"""cheap hassle free flight""",Positive
"""an unscheduled delay""",Negative
"""lost loyal travellers""",Negative
"""values customers time""",Negative
"""no attempt to communicate delay""",Negative
"""it's a decent airline""",Positive
"""on time and quite economical""",Positive
"""Kudos to the TigerAir ground crew""",Negative
"""don't expect any help""",Negative
"""offered assistance""",Positive
"""services are getting better""",Positive
"""a nightmare came true""",Negative
"""I am still waiting""",Negative
"""Within 24 hours TigerAir responded""",Negative
"""smooth flight and seat reasonably comfortable""",Positive
"""I will fly with Tiger again""",Positive
"""Telephone customer service unhelpful""",Negative
"""I had a very pleasant experience""",Positive
"""staff went an extra mile""",Positive
Tigerair customer review,Positive
Tigerair customer review,Positive
Tigerair customer review,Positive
Tigerair customer review,Positive
Tigerair customer review,Positive
Tigerair customer review,Positive
Tigerair customer review,Negative
Tigerair customer review,Positive
Tigerair customer review,Positive
Tigerair customer review,Positive
Tigerair customer review,Positive
Tigerair customer review,Positive
Tigerair customer review,Negative
Tigerair customer review,Positive
"""No confirmation on refund""",Negative
"""refuse to provide me with a refund""",Negative
"""number of issues with their website""",Negative
"""$75 for the excess weight""",Negative
"""The staff were courteous""",Positive
"""never fly this unprofessional airline""",Negative
"""Useless and unprofessional""",Negative
"""Totally unreliable""",Negative
"""rude and disrespectful""",Negative
"""refunds not provided for change of mind""",Negative
"""Very poor customer service""",Negative
"""Very bad service""",Negative
"""$46 for being half a kilo over""",Negative
"""flights delayed or cancelled""",Negative
"""Not at all impressed""",Negative
"""No customer service at all""",Negative
"""Never flying with Tigerair again""",Negative
"""customer care are non existent""",Negative
"""plane has been delayed for 5 hours""",Negative
"""not aware of a strict weight allowance""",Negative
"""Customer services are so rude""",Negative
"""delayed over 3 hours""",Negative
"""extra $46 to take my carryon""",Negative
"""Service was ordinary""",Negative
"""Everything went totally fine""",Positive
"""Worst service ever""",Negative
"""lack of assistance from customer support""",Negative
"""never use your airline again""",Negative
"""it isn't unbearable for 2 hours""",Positive
"""punctual with no delays""",Positive
"""late by 5 minutes for check in""",Negative
"""I asked for a refund""",Negative
"""never recommend this airline""",Negative
"""I was too late to check in""",Negative
"""no compensation, no apology""",Negative
"""no apology, no compensation, no assistance""",Negative
"""long delays should be expected""",Negative
"""arrived 8 hrs 3 mins late",Negative
"""Never again on Tigerair""",Negative
"""Horrible customer service""",Negative
"""charge totally unjustified""",Negative
"""flights are always delayed""",Negative
"""messing us around again""",Negative
"""delayed from 12:00pm to 6:25pm""",Negative
"""flight got cancelled""",Negative
"""original flight got cancelled""",Negative
"""flight got delayed twice""",Negative
"""misleading the consumer""",Negative
"""didn’t allow me to enter""",Negative
"""Worst flying experience""",Negative
"""fly with a more reliable airline""",Negative
"""a joke of an airline""",Negative
"""they are the worst""",Negative
"""two cancellations for the same route in 6 months""n",Negative
"""Absolutely terrible airline""",Negative
"""ended up missing my flight""",Negative
"""I was so grateful""",Negative
"""Do not recommend at all""",Negative
"""carrier is of very poor quality""",Negative
"""not choose them in the future""",Negative
"""unprofessional service""",Negative
"""the ticket is not refundable""",Negative
"""Extremely rude staff""",Negative
"""do not book Tigerair""",Negative
"""I don't recommend at all""",Negative
"""include handbags for weighing""",Negative
"""Random delay almost guaranteed""",Negative
"""unhygienic conditions and rude staff""",Negative
"""Do not purchase the insurance""",Negative
"""never fly with this company again""",Negative
"""overall a nightmare experience""",Negative
"""two kilos over the maximum weight""",Negative
"""Never again will I fly Tigerair""",Negative
"""We had a great experience""",Negative
"""Worst airline in Australia""",Negative
"""few minutes past the check in time""",Negative
"""never travel with Tiger again""",Negative
"""never travel Tigerair Australia again""",Negative
"""Worst customer experience""",Negative
"""I was only 5 min late""",Negative
"""came late and miss the flight""",Negative
"""I was 5 mins late for check in""",Negative
"""charged $120 for additional bag""",Negative
"""denied to board our flight""",Negative
"""Delays after delays""",Negative
"""customer service is appalling""",Negative
"""Overall couldn’t fault them""",Positive
"""seems to be focused on anything but customer service""",Negative
"""Money hungry""",Negative
"""Terrible service""",Negative
"""I missed the check in time""",Negative
"""The seats are okay""",Positive
"""traumatised by their treatment""",Negative
"""simply not good enough""",Negative
"""Our flight was cancelled""",Negative
"""I will never fly Tigerair again""",Negative
"""show you attitude if they are at fault""",Negative
"""complaint was flatly rejected""",Negative
"""lived up to its reputation for unreliable service""",Negative
"""rude and unpleasant experience""",Negative
"""online check-in was unavailable""",Negative
"""The worst experience""",Negative
"""don't have to compensate""",Negative
"""not flying with them again""",Negative
"""just want my money back""",Negative
"""counter staff unfriendly""",Negative
"""seamless and flawless flight""",Positive
Tigerair Taiwan customer review,Positive
"""Team were so friendly and welcoming""",Negative
"""Seat belt buckles full of grime""",Negative
"""Many thanks for fetching us home though, Titan""",Negative
"""happily fly again with them""",Negative
"""they were fabulous""",Negative
"""struck me as being a professional airline""",Positive
"""no hesitation in recommending""",Positive
"""have nothing but praise for the cabin crew""",Negative
"""staff friendly and professional""",Negative
"""helpful, efficient and courteous""",Positive
"""Extremely professional""",Negative
"""Would like to thank all staff""",Negative
"""very friendly and efficient""",Negative
"""we had more leg space""",Negative
"""hats off to Titan Airways""",Negative
"""Very professional""",Negative
"""no choice in flying with Titan""",Negative
"""awful Titan Airways aircraft""",Negative
"""fly with Titan again""",Negative
"""never fly with this airline again""",Negative
"""Absolutely dreadful""",Negative
"""Nowhere near as good as BA""",Negative
"""uncomfortable seats""",Negative
"""airline has been so inattentive""",Negative
"""staff made this flight memorable""",Positive
"""most cramped flight I've ever been on""",Negative
"""smooth and uneventful""",Positive
"""worth every penny""",Negative
"""no hesitation flying with them again""",Positive
"""flight just like they used to be""",Positive
"""cancelled in last minute""",Negative
"""do not expect smiles""",Negative
"""absence of simple customer care""",Negative
"""delays without any reason""",Negative
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Positive
Transaero Airlines customer review,Negative
TransAsia Airways customer review,Positive
TransAsia Airways customer review,Positive
TransAsia Airways customer review,Positive
TransAsia Airways customer review,Positive
TransAsia Airways customer review,Positive
"""incompetence at its best""",Negative
"""wouldn't let us do priority boarding""",Positive
"""they do not impress with anything""",Positive
"""a terrible experience""",Negative
"""overall opinion is horrible""",Negative
"""Horrific experience""",Negative
Transavia customer review,Negative
"""Absolutely horrific experience""",Negative
"""ground crew got quite aggressive""",Negative
"""lousy service and poor communicatio""",Negative
"""Delayed, total chaos""",Negative
"""a bad experience"" ",Positive
"""flight experience was horrible""",Negative
"""KLM/Transavia online check-in mess""",Negative
"""terrible experience with Transavia""",Negative
"""I will never travel with them again""",Negative
"""customer service has been amazing""",Negative
"""the 2nd incident in 2 years""",Negative
"""We had a terrible experience""",Negative
"""lack of honesty and professionalism""",Negative
"""Transavia cancelled my flight without notice""",Negative
"""no discount for flight changes""",Negative
"""One of the worst airlines""",Negative
"""Nice flight with a cheerful crew""",Positive
"""service was incredibly good""",Negative
"""seat was very uncomfortable""",Negative
"""felt in good hands at all times""",Positive
"""never use this airline anymore""",Negative
"""Better spend a bit more to get a decent airline""",Negative
"""Overall can’t really complain""",Positive
"""my kudos to Transavia""",Positive
"""most uncomfortable flight""",Negative
"""no alternative flights are offered""",Negative
"""horrible customer service""",Negative
"""almost everything went very well""",Positive
"""I will never book with this company again""",Negative
"""the worst airline experience I’ve ever had""",Negative
"""Never again Transavia""",Negative
"""no cleaning of the plane has been done""",Negative
"""flying with you annually for the past 7 years. Never again""",Negative
"""definitely fly again with Transavia""",Positive
"""intend to survive being non-ethical""",Negative
"""I will avoid this airline in the future""",Negative
"""this shows their lack of professionalism""",Negative
"""they didn't have the time to let her in""",Negative
"""impossible to communicate with them""",Negative
"""This company does not value customers""",Negative
"""did nothing to enforce covid regulations""",Negative
"""Lost baggage and then no help""",Negative
"""delays in both flights""",Negative
"""they won’t let us board""",Negative
"""avoid this airline in future""",Negative
"""Chose this airline because it is only direct flight to Amsterdam""",Negative
"""not wearing their masks properly""",Negative
"""there were so many other passengers not wearing their masks properly""",Negative
"""I would recommend this airline""",Positive
"""was denied a service I had paid for""",Negative
"""Never again Transavia""",Negative
"""has the worst customer service""",Negative
"""Terrible overall customer service""",Negative
"""Worst customer service""",Negative
"""doesn’t allow for online check-in""",Positive
"""Worst user experience""",Negative
"""Disgrace and very rude""",Negative
"""I will fly with them again """,Negative
"""seats are not very clean""",Negative
"""standard seats had very narrow leg room""",Positive
"""Luggage arrived three days late""",Negative
"""Used napkins in pocket""",Negative
"""has very reasonable prices""",Positive
"""stuck with something I don't need""",Negative
"""still waiting a voucher""",Negative
"""terrible coronavirus safety net""",Negative
"""they deny to give the refund""",Negative
"""they refuse to give cash refund""",Negative
"""Will never fly Transavia again""",Negative
"""extremely uncomfortable seats""",Negative
"""never landed on time""",Negative
"""not always low on cost""",Positive
"""so disappointed with this airline""",Negative
"""usual amount of delay half an hour""",Negative
"""no free food or drinks""",Negative
"""not a low-cost company""",Negative
"""Left my jacket in overhead locker""",Negative
"""never recommend Transavia""",Negative
"""overall service is poor""",Negative
"""Crew was pleasant""",Positive
"""cabin crew were very good""",Positive
"""book with a different airline""",Negative
"""check-in policy is ridiculous""",Negative
"""denying the cancellation""",Negative
"""such a poor service""",Negative
"""Horrendous luggage delivery""",Negative
"""never boarded a Transavia plane""",Negative
"""an airline I will avoid""",Negative
"""Lack of Communication""
",Positive
"""strict policy on 1 hand luggage""",Negative
"""No sandwiches available""",Positive
"""useless ordeal""",Negative
"""cold and drafty""",Positive
"""cabin crews were just borderline okay""",Positive
"""Aircraft was clean and cool""",Positive
"""Plane was comfortable enough""",Positive
"""Tropic Air was a disappointment""",Negative
"""This company is horrific""",Negative
"""Great little airline""",Positive
"""fabulous little airline""",Positive
Tropic Air Belize customer review,Positive
"""fly with Ryanair next time""",Positive
"""Would not recommend it at all""",Negative
"""I would avoid at all costs""",Negative
"""worst check in experience ever""",Negative
"""Terrible service""",Negative
"""if it's your only choice""",Positive
"""delivering a way below par service""",Negative
"""a great experience today""",Negative
"""crew were welcoming and helpful""",Positive
"""not impressed with Tui""",Negative
"""flight is worse than Ryanair""",Negative
"""Absolute farce and will never use them again""",Negative
"""plane left more than 3 hours late""",Negative
"""A wonderful flight""",Negative
"""A disappointing experience""",Negative
TUI Airways customer review,Positive
"""The flight was okay""",Positive
"""it was a very pleasant experience""",Positive
"""a fantastic flight""",Negative
"""The flight was reasonable""",Positive
"""aircraft not clean""",Positive
"""6 hour flight without IFE""",Negative
"""Captain and crew were very informative""",Positive
"""the crew were absolutely great""",Positive
"""planes are quite basic and uncomfortable""",Negative
"""not enforcing basic hygiene rules""",Negative
"""this company is the worst I ever seen""",Negative
"""excellent value for money""",Negative
"""£84 just to choose a standard seat""",Negative
"""we were 4 minutes late""",Negative
"""Nothing was too much trouble""",Negative
"""economy seat with limited legroom""",Positive
"""we were pleasantly surprised""",Positive
"""efficient staff and service""",Positive
"""I wont book with them again""",Negative
"""the worst customer service""",Negative
"""this was one of the shabbiest aircraft's""",Negative
"""the worst airline I have flown""",Negative
"""I would not recommend TUI""",Negative
"""dull as dishwater B757""",Positive
"""I think we have identified a training need""",Negative
"""I faced rudeness and sarcasm""",Negative
"""I met such dirty plane""",Negative
"""Very impressed""",Positive
"""2 hours to check in""",Negative
"""Would absolutely repeat""",Positive
"""impressed with the flight""",Positive
"""Very disappointed with TUI""",Negative
"""Had a great flight""",Negative
"""Delayed return to UK""",Negative
"""Served lovely snacks""",Negative
"""praise TUI flight staff""",Negative
"""dissatisfaction with this airline""",Negative
"""very happy with TUI""",Negative
"""The flight was great""",Negative
"""service was excellent""",Negative
"""Delayed about 1 hour""",Negative
"""would happily fly with them again""
",Negative
"""experience in airport not good""",Positive
"""Shocked and appalled""",Negative
"""never book with TUI ever again""",Negative
"""overall good standard service""",Positive
"""service as a whole was very good""",Positive
"""farce at the bag drop""",Negative
"""helpful and very friendly""",Positive
"""Check-in chaotic and disorganised""",Negative
"""operated by Sunwing""",Positive
"""told they had now closed the flight""",Negative
"""facilities and food were atrocious""",Negative
"""Cabin crew were friendly""",Positive
"""excellence of her performance""",Negative
"""a really good airline""",Positive
"""premium economy was comfortable""",Negative
"""clean planes and pleasant (young) cabin crew""",Positive
"""Really bad services""",Negative
"""We have your money, and what can you do?""",Negative
"""It is a scam please avoid this airline""",Negative
"""the seats were quite comfortable""",Positive
"""want to change their seat configuration""",Positive
"""Customer service is for customer service""",Negative
"""not answering me anymore""",Negative
"""the flight was enjoyable""",Positive
"""seats were so horrendous""",Positive
"""it was a good experience""",Positive
"""Just bad practices""",Negative
"""happy to fly with them again""",Positive
"""have to pay for check-in""",Negative
"""staff were really rude""",Negative
"""uncomfortable for a 4 hour flight""",Negative
"""managed situation very well""",Negative
"""A very poor experience""",Negative
"""delayed again and again""",Negative
"""It was a good flight""",Positive
"""service on the plane was good""",Positive
"""would personally use again""",Positive
"""never take this airline again""",Negative
"""Awful experience""",Negative
"""service level is very low""",Negative
"""this very bad airline""",Negative
"""seats cramped and hard""",Negative
"""Never again with Tuifly""",Negative
"""cabin crew always very friendly""",Positive
"""by far my worst experience""",Negative
"""never fly TUIfly again""",Negative
"""seats uncomfortable""",Negative
"""No complaints at all""",Positive
"""almost everything is paid-service""",Positive
"""if price is good I would fly them again""",Positive
"""seats felt quite cramped""",Positive
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Positive
TUIfly customer review,Positive
TUIfly customer review,Positive
TUIfly customer review,Positive
TUIfly customer review,Positive
TUIfly customer review,Positive
TUIfly customer review,Positive
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Positive
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Positive
TUIfly customer review,Positive
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
TUIfly customer review,Negative
"""will not fly again """,Positive
"""worst airline I've ever used""",Negative
"""delivered for what I thought was a fair price""",Positive
"""extremely impolite and disrespectful""",Negative
"""worst airline I have ever travelled""",Negative
"""not recommend it to anyone""",Negative
"""it is always late, very late""",Negative
"""Will avoid in future""
",Negative
"""It was like a nightmare""",Negative
"""Dirtiest plane ever""",Negative
"""Cabin Crew were fantastic""
",Positive
"""Not very good service""",Negative
"""Avoid if possible!""",Negative
"""my issue is the dirt""",Negative
"""lack of information""
",Negative
"""crew were very friendly""",Positive
"""the flight cancelled""",Negative
"""allow kids at take off in the cockpit""",Negative
"""she never responded""",Negative
"""a truly dismal experience""",Negative
"""offered no other options""",Negative
"""overall average experience""",Positive
"""the flight was good""",Positive
"""a very good experience""",Positive
"""very old aircraft, very dirty""",Negative
"""flight was overall pleasant""",Positive
"""will try to avoid Tunisair""",Negative
"""cabin crew not friendly""",Negative
"""I would recommend""",Negative
"""4 hours of delay""",Positive
"""no interest in serving""",Negative
"""would fly them again""",Positive
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Positive
Tunisair customer review,Negative
Tunisair customer review,Negative
"""they cancelled my flight""",Negative
"""dismal to be exact""",Negative
"""I will miss my connection""",Negative
"""Whole experience was really painful""",Negative
"""flights could have been better""",Negative
"""My worst ever experience""",Negative
"""Application not working""",Negative
"""terrible customer service""",Negative
"""Worst airline I have ever flown""",Negative
"""don't dally if transfering in IST""",Positive
"""I missed my onward connection""",Negative
"""had to change wheelchairs three times""",Negative
"""an airline that I used to like""",Negative
"""They are very unorganized and unhelpful""",Negative
"""will never fly TK again""",Negative
"""flight delayed 3 hours""",Negative
"""leave one of our bags in Zurich""",Negative
"""I need to buy a new ticket""",Negative
"""a horrible start to our summer holiday""",Negative
"""had the worst experience""",Negative
"""unprofessional check in staff""",Negative
"""do not provide disabled assistance""",Negative
"""no proper customer care""",Negative
"""best service I have received""",Negative
"""Cabin was so warm""",Negative
"""lacking in terms of customer service""",Negative
"""flight attendants were extremely rude""",Negative
"""last time I fly with them""",Negative
"""an excellent 4 hr flight""",Positive
"""the plane was dirty""",Positive
"""There is some language barrier""",Negative
"""quiet and enjoyable trip""",Negative
"""do not know what I did wrong""",Negative
"""be prepared for screwups""",Positive
"""cashing this cheque seems to be almost impossible""",Negative
"""I had the worst experience""",Negative
"""not the service they stated""",Negative
"""one of the worst flight experiences""",Negative
"""comfortable and enjoyable experience""",Negative
"""very bad situation"" ",Negative
"""good product for long haul fights""",Positive
"""Legroom is fairly generous""",Positive
"""Worst customer service""",Negative
"""There is no real support""",Negative
"""horrible service on the plane""",Negative
"""Food: not good. Service: not good""",Negative
"""No compensation, no hotel""",Negative
"""We had an average experience",Negative
"""are not going to reimburse""",Positive
"""assigned us all over the plane""",Negative
"""Not one smile or welcome""",Positive
"""The crew couldn’t communicate clearly""",Negative
"""don’t fly this airline""",Negative
"""I waited for 6 hours""",Negative
"""internet on board is a mission""",Positive
"""No leg room"" ",Negative
"""seats with no extra leg room""",Negative
"""seats were so congested""",Negative
"""extremely unhelpful""",Negative
"""I claimed to get a hotel""",Negative
"""flight was very good""",Negative
"""tell me my carry on is overweight""",Negative
"""I assumed that if I explained this""",Negative
"""this airline can be quite good""",Positive
"""haven't received any compensation""",Negative
"""the worst travel experience of our lives""",Negative
"""sent a complain and refund request"" ",Negative
"""100% hassle-free experience""",Negative
"""staff rude and petty""",Negative
"""not chose this airline anymore"" ",Positive
"""did not help to get any response""",Negative
"""No second service for drinks""",Positive
"""IFE is disappointing"" ",Positive
"""had my trip rescheduled twice""",Negative
"""old, outdated equipment""",Positive
"""kind, caring and very helpful""",Positive
"""experience has decreased drastically""",Negative
"""rude and irresponsible""",Negative
"""full of people complaining""",Negative
"""flight staff didn’t have any information""",Negative
"""think twice about flying with Turkish Airlines""",Negative
"""poor customer service""",Negative
"""did not refund my money yet""",Negative
"""Very bad experience""",Negative
"""poor quality of service"" ",Negative
"""I tried to get compensation""",Negative
"""Service and decency not present""",Negative
"""love their service""",Negative
"""booking was cancelled with no explanation""",Negative
"""staff told flight overbooked""",Negative
"""I still don't have my bag""",Negative
"""customer service is absolutely horrible""",Negative
"""wouldn't recommend flying with them""",Negative
"""poor inflight product and service""",Negative
"""avoid flying with this airline in future""",Negative
"""customer service is terrible""",Negative
"""Nice food in economy""",Negative
"""It was the worst experience""",Negative
"""one of the best experiences""",Negative
"""well trained and service oriented""",Positive
"""crew disinterested and surly""",Negative
"""was not very satisfied""",Negative
"""Ignorant and arrogant""",Negative
"""Great Indian vegetarian food""",Positive
"""how not to do long haul""",Negative
"""Seats cheapest ever""",Positive
"""bring your own water and food""",Positive
"""cabin crew were emotionless""",Negative
"""avoid this airline at any cost""",Negative
"""air crew were miserable""",Negative
"""disappointed with the service """,Negative
"""not recommend to anyone""",Negative
"""cabin staff were miserable""",Positive
Turkmenistan Airlines customer review,Negative
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Negative
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Negative
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Negative
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Positive
Turkmenistan Airlines customer review,Negative
Turkmenistan Airlines customer review,Negative
Turkmenistan Airlines customer review,Negative
"""professional and friendly""",Negative
"""good service and friendly staff""",Positive
"""experience wasn’t that as I expected""",Positive
"""beautiful experience with Uganda Airlines""",Negative
"""one of the worst days of my life""",Negative
"""disappointing and unprofessional""",Negative
"""a really pleasant experience""",Positive
"""worst airline experience ever.""",Negative
"""Nothing to complain about""",Negative
"""Cheap prices, comfortable seats""",Positive
"""We bought 2 tickets on another airline""",Negative
"""Not the best Airline""",Negative
"""the worst airline ever""",Negative
"""very worst experience with this airline""",Negative
"""Extremely happy with my experience""",Positive
"""seriously unprofessional""",Negative
"""seats did not recline""",Negative
"""They truly do not care""",Negative
"""I have a major complaint with United""",Positive
"""I will never prefer United airlines""",Negative
"""wouldn't conceive flying Polaris again""",Negative
"""completely dissatisfied""",Negative
"""seats 4A and 4B in first class don't recline""",Negative
"""Premium Plus seat was comfortable""",Positive
"""best domestic transcontinental equipment""",Positive
"""delay, delay, delay""",Negative
"""will not be flying United ever again""",Negative
"""Delays both coming and going""",Negative
"""lines to plane were unreasonable""",Negative
"""should be ashamed of the service""",Negative
"""Worst, most uncomfortable seats""",Negative
"""refuse to make any sort of compensation""",Negative
"""given my seat to someone else""",Negative
"""flight was an all around disappointment""",Negative
"""incompetence on the highest levels""",Negative
"""flight was delayed several times""",Negative
"""customer service noticeably bad""",Negative
"""2.5 days lost from my vacation""",Negative
"""Worst experience ever""",Negative
"""Food was very bad""",Negative
"""the worst experience I’ve ever had flying""",Negative
"""such a ridiculous policy""",Negative
"""unpleasant staff and no help""",Negative
"""Very very disappointed""",Negative
"""overall an upsetting experience""",Negative
"""customer experience is not important""",Negative
"""stuck in Newark Airport for over 40 hours""",Negative
"""delayed over an hour""",Negative
"""Every time there are delay issues""",Negative
"""36-hours on the phone""",Negative
"""a very good experience""",Positive
"""worst costumer service I’ve ever experienced""",Negative
"""I am so fed up""",Negative
"""Couldn't check in on the app""",Negative
"""One of the worst flying experiences""",Negative
"""Food service and quality way below average""",Negative
"""top my worst experience""",Negative
"""trip was an unmitigated disaster""",Negative
"""Catastrophic experience""",Negative
"""The worst experience ever""",Negative
"""nickle and dime you to the extreme""",Negative
"""Pathetic customer service""",Negative
"""A horrible airline""",Negative
"""Constant delays and cancelation""",Negative
"""The absolute worst""",Negative
"""I will never fly United again""",Negative
"""Complete customer service failure""",Negative
"""no one knew where my bags were""",Negative
"""an epic disappointment""",Negative
"""Again United failed""",Negative
"""really comfortable and peaceful""",Positive
"""This time is the final straw""",Negative
"""worst airline to book a flight from""",Negative
"""unreliable and unprofessional airline""",Negative
"""keep cancelling everyone’s flights""",Negative
"""plane was late leaving EWR""",Negative
"""fleet is old and trash""",Negative
"""She gave us an excellent service""",Negative
"""do not fly United""",Negative
"""hunt in order to get my luggage""",Negative
"""lacking in empathy and extremely aggressive""",Negative
"""airline is terribly run""",Negative
"""horrifically rude and unprofessional""",Negative
United Airlines customer review,Negative
"""refund none of the associated costs""",Negative
"""seat was nothing like first""",Negative
"""Absolutely appalling service""",Negative
"""We will never trust this airline""",Negative
"""United has lost a customer for life""",Negative
"""with absolutely no help""",Negative
"""my last time flying with United""",Negative
"""a very exhausting three days""",Negative
"""avoid United at all costs""",Negative
"Horrible airline""",Negative
"""I'll never fly United again""",Negative
"""wont get a refund for 2 weeks"" ",Negative
"""staff were very helpful""",Positive
"""Delayed our flight 3 times""",Negative
"""Bad service""",Negative
"""complete lack of assistance""",Negative
"""United lacks kindness""",Negative
"""Wonderful cabin crew""",Positive
"""a decent experience""",Positive
"""we were stuck on the ramp""",Negative
"""refused to compensate us""",Negative
"""Extortionary Luggage Fees""",Negative
"""twice my flight was delayed""",Negative
"""Terrible service""",Negative
"""service was absolutely awful""",Negative
"""not getting what was advertised""",Negative
"""take any other airline""",Negative
"""crew were friendly and proactive with customer service""",Negative
"""seat comfort in Economy Plus good""",Positive
UP by El Al customer review,Negative
"""flight to Bishkek was nice and safe""",Positive
"""Avoid this airline!""",Negative
"""no one would help us""",Negative
"""sandwich for a 5 hours flight""",Negative
"""attitude is very unprofessional""",Negative
"""avoid it in the future""",Negative
"""no announcement on any delay""",Negative
"""there are disadvantages""",Positive
"""average level of service""",Positive
"""Avoid like the plague""",Negative
"""I am so disappointed!""",Negative
"""The seat was comfortable""",Negative
"""love to fly again with them""",Positive
"""good service we felt""",Positive
"""crew were polite""",Positive
"""they are not bad at all""",Positive
Ural Airlines customer review,Negative
Ural Airlines customer review,Negative
Ural Airlines customer review,Negative
"""customer should be respected""",Negative
"""behavior was unbelievable""",Negative
"""staff were just plain rude""",Negative
"""flight attendants are rude""",Negative
"""displeasure of flying US Airways""",Negative
"""rude and unwilling to help""",Negative
"""Felt like the 70's""",Negative
"""missed my connecting flight""",Negative
"""had not been assigned a seat""",Negative
"""showed no concern for passenger""",Negative
"""never fly this carrier again""",Negative
